unit_nb,time_cycle,set_1,set_2,set_3,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21
2,78,0.0004,-0.0001,100,518.67,642.44,1587.2,1394.24,14.62,21.61,554.83,2387.99,9058.82,1.3,47.12,522.57,2387.98,8135.85,8.4018,0.03,391,2388,100,38.96,23.5367
2,79,0.0021,0.0004,100,518.67,641.62,1585.59,1398.51,14.62,21.61,554.19,2388,9057.44,1.3,47.23,522.26,2388.09,8135.02,8.3931,0.03,390,2388,100,39.15,23.2873
2,80,0.0027,0,100,518.67,641.37,1588.33,1394,14.62,21.61,554.94,2387.99,9056.41,1.3,47.2,523.26,2388.03,8138.12,8.3889,0.03,391,2388,100,38.95,23.4198
2,81,0.0006,-0.0001,100,518.67,641.72,1578.31,1390.12,14.62,21.61,555.25,2388.02,9053,1.3,47.25,522.62,2388.07,8135.81,8.4162,0.03,391,2388,100,39.08,23.4685
2,82,0.0035,-0.0001,100,518.67,641.86,1587.24,1402.78,14.62,21.61,554.17,2388.01,9055.28,1.3,47.19,522.3,2388,8135.13,8.3428,0.03,391,2388,100,39.17,23.4491
2,83,0,-0.0004,100,518.67,641.73,1585.18,1398.81,14.62,21.61,554.18,2388.07,9047.88,1.3,47.13,523.13,2388.04,8135.08,8.3997,0.03,390,2388,100,39,23.4056
2,84,-0.0037,-0.0004,100,518.67,642.41,1586.46,1402.26,14.62,21.61,554.86,2388.06,9050.39,1.3,47.29,522.75,2387.92,8138.11,8.394,0.03,392,2388,100,38.95,23.4055
2,85,0.0002,0.0004,100,518.67,641.73,1588.31,1398.33,14.62,21.6,554.5,2387.97,9049.41,1.3,47.19,522.63,2387.96,8137.66,8.3954,0.03,391,2388,100,39.13,23.4072
2,86,0.0004,0,100,518.67,641.85,1579.31,1399.12,14.62,21.61,554.51,2388.02,9050.83,1.3,47.27,522.26,2388.01,8138.02,8.3958,0.03,391,2388,100,38.87,23.4982
2,87,0.0019,-0.0002,100,518.67,642.36,1582.64,1399.51,14.62,21.61,554.77,2387.95,9056.36,1.3,47.26,522.59,2387.96,8140.14,8.3952,0.03,393,2388,100,39.1,23.2916
2,88,0.0007,-0.0002,100,518.67,642.23,1587.88,1398.17,14.62,21.6,554.71,2388.01,9056.67,1.3,47.04,522.62,2388,8139.82,8.3851,0.03,391,2388,100,39.06,23.4173
2,89,0.0017,0.0005,100,518.67,641.95,1584.62,1394.07,14.62,21.61,554.18,2388,9054.7,1.3,47.18,522.42,2388.08,8135.49,8.4143,0.03,393,2388,100,39.18,23.4148
2,90,0.0019,-0.0003,100,518.67,642.06,1580.77,1405.34,14.62,21.61,554.1,2387.98,9053.58,1.3,47.21,522.04,2388,8138.51,8.3922,0.03,390,2388,100,38.9,23.4878
2,91,-0.0007,-0.0002,100,518.67,642.09,1583.57,1399.47,14.62,21.61,553.79,2388.02,9045.94,1.3,47.15,522.48,2388.05,8134.67,8.4026,0.03,391,2388,100,39.1,23.3972
2,92,-0.0006,0.0005,100,518.67,642.36,1584.87,1399.17,14.62,21.6,554.28,2388.02,9050.92,1.3,47.13,522.45,2388,8137.35,8.3919,0.03,392,2388,100,38.81,23.2772
2,93,0.0019,-0.0004,100,518.67,642.21,1591.68,1392.48,14.62,21.61,553.92,2388.05,9049.14,1.3,47.24,522.52,2388,8137.98,8.4005,0.03,391,2388,100,38.94,23.3075
2,94,0,0.0005,100,518.67,642.1,1585.62,1395.39,14.62,21.61,554.53,2388.03,9054.99,1.3,47.38,522.74,2387.99,8141.01,8.4075,0.03,392,2388,100,39.15,23.4165
2,95,-0.0022,0.0002,100,518.67,642.56,1579.26,1402.79,14.62,21.61,553.99,2388.05,9048.27,1.3,47.06,522.37,2388.02,8131.72,8.3773,0.03,392,2388,100,38.98,23.4318
2,96,-0.0026,0.0006,100,518.67,642.42,1576.94,1399.59,14.62,21.61,554.4,2387.97,9059,1.3,47.07,521.66,2388.06,8137.78,8.3698,0.03,392,2388,100,38.92,23.3285
2,97,0.0008,0.0001,100,518.67,642.04,1586.12,1400.5,14.62,21.61,554.42,2388.02,9056.26,1.3,47.19,522.22,2388.06,8135.99,8.4202,0.03,391,2388,100,39.06,23.3578
2,98,-0.0001,0.0003,100,518.67,641.73,1587.84,1401.08,14.62,21.61,554.57,2388.04,9056.94,1.3,47.21,522.92,2387.98,8140.08,8.4115,0.03,391,2388,100,39.08,23.5011
2,99,-0.0034,-0.0004,100,518.67,642.04,1585.48,1400.97,14.62,21.61,554.43,2388.05,9054.46,1.3,47.13,522.5,2388,8138.18,8.4179,0.03,393,2388,100,39.15,23.3414
2,100,0.0076,-0.0001,100,518.67,642.04,1586.01,1402.72,14.62,21.61,554.48,2388,9056.18,1.3,47.21,522.01,2388.05,8135.5,8.4107,0.03,390,2388,100,38.85,23.331
2,101,0.0031,0,100,518.67,641.96,1582.66,1397.81,14.62,21.61,555.07,2387.98,9051.47,1.3,47.37,522.4,2388.01,8140.13,8.3835,0.03,392,2388,100,38.93,23.4257
2,102,0.0016,0.0001,100,518.67,642.44,1590.24,1407.05,14.62,21.6,554.44,2388.03,9052.38,1.3,47.19,522.05,2388.04,8136.45,8.4052,0.03,391,2388,100,38.92,23.3453
2,103,-0.0022,0.0002,100,518.67,642.05,1587.75,1392.16,14.62,21.61,554.44,2388.11,9050.8,1.3,47.23,522.36,2388.02,8144.59,8.4148,0.03,392,2388,100,39.12,23.4403
2,104,-0.0034,0.0002,100,518.67,642.41,1582.04,1397.31,14.62,21.61,554.91,2388,9055.21,1.3,47.26,522.18,2388.07,8142.03,8.4037,0.03,390,2388,100,39.03,23.4053
2,105,-0.005,0.0004,100,518.67,641.94,1585.65,1397.45,14.62,21.61,554.81,2388.02,9058.39,1.3,47.32,522.11,2388.05,8140.65,8.4056,0.03,392,2388,100,39,23.3467
2,106,0.0002,-0.0004,100,518.67,641.87,1584.61,1402.62,14.62,21.61,553.96,2388.06,9061.94,1.3,47.32,522.11,2387.97,8133.6,8.3727,0.03,393,2388,100,39.09,23.4154
2,107,0.0011,-0.0001,100,518.67,642.52,1581.7,1402.93,14.62,21.61,554.21,2387.96,9058.97,1.3,47.16,522.34,2388.05,8136.62,8.3723,0.03,393,2388,100,39.13,23.5191
2,108,0.0014,0.0004,100,518.67,642.24,1578.45,1396.25,14.62,21.61,554.29,2388.03,9056.31,1.3,47.23,522.27,2388.04,8136.72,8.3978,0.03,391,2388,100,38.75,23.4441
2,109,0.0014,0,100,518.67,642.12,1590.41,1392.9,14.62,21.61,553.72,2388.12,9053.21,1.3,47.28,522,2387.99,8145.36,8.4061,0.03,391,2388,100,39.1,23.3497
2,110,-0.0013,-0.0002,100,518.67,642.29,1583.3,1398.47,14.62,21.61,554.5,2388.07,9053.81,1.3,47.31,522.27,2388.02,8140.04,8.3723,0.03,391,2388,100,39.06,23.3997
2,111,0.0039,0,100,518.67,642.24,1576.85,1393.76,14.62,21.61,554.42,2387.99,9062.68,1.3,47.18,522.32,2387.99,8137.95,8.4437,0.03,392,2388,100,39.16,23.4703
2,112,-0.0023,-0.0002,100,518.67,642.49,1588.35,1397.2,14.62,21.61,554.33,2388.01,9063.33,1.3,47.37,522.23,2388,8138.79,8.4025,0.03,392,2388,100,39.06,23.3444
2,113,-0.003,0,100,518.67,641.95,1584.21,1404.74,14.62,21.61,554.07,2388.01,9049.1,1.3,47.23,522.1,2387.99,8141.12,8.3994,0.03,391,2388,100,39.12,23.5029
2,114,-0.0005,-0.0002,100,518.67,642.13,1576.56,1397.05,14.62,21.61,555.1,2388.01,9055.66,1.3,47.19,522.13,2388.02,8138.67,8.4119,0.03,391,2388,100,39.06,23.3784
2,115,-0.0041,-0.0001,100,518.67,642.16,1583.27,1401.33,14.62,21.61,554.37,2388.01,9055.06,1.3,47.14,522.1,2388.03,8138.48,8.395,0.03,390,2388,100,38.89,23.313
2,116,-0.001,0.0004,100,518.67,642.38,1577.87,1398.39,14.62,21.61,554.45,2387.97,9053.87,1.3,47.01,522.48,2388.02,8145.28,8.3895,0.03,391,2388,100,38.96,23.4542
2,117,-0.0031,0,100,518.67,641.97,1583.84,1395.4,14.62,21.61,554.6,2388.02,9056.45,1.3,47.23,522.39,2388.03,8139.95,8.4365,0.03,392,2388,100,39.05,23.432
2,118,-0.0013,0.0004,100,518.67,641.95,1580.49,1400.99,14.62,21.61,553.96,2388.01,9055.61,1.3,47.11,522.23,2388.05,8141.01,8.3735,0.03,392,2388,100,39.04,23.2912
2,119,0,-0.0002,100,518.67,642.67,1585.06,1401.87,14.62,21.61,554.32,2388,9054.52,1.3,47.24,522.21,2388,8141.97,8.4236,0.03,392,2388,100,38.74,23.3731
2,120,-0.0001,0.0004,100,518.67,642.01,1589.61,1394.39,14.62,21.61,554.42,2388.05,9056.54,1.3,47.22,521.62,2388.01,8136.11,8.3666,0.03,391,2388,100,39.18,23.4077
2,121,0.0027,0.0003,100,518.67,642.04,1580.19,1391.52,14.62,21.61,554.51,2387.96,9053.67,1.3,47.28,522.31,2387.97,8140.79,8.4134,0.03,392,2388,100,39.09,23.3381
2,122,0.0011,0.0003,100,518.67,642.08,1585.52,1405.27,14.62,21.61,553.82,2388.01,9051.03,1.3,47.23,521.96,2387.97,8136.04,8.3783,0.03,392,2388,100,38.88,23.3284
2,123,-0.001,-0.0004,100,518.67,642.11,1588.59,1403.23,14.62,21.61,554.31,2388.04,9056.3,1.3,47.21,522.14,2388.03,8134.83,8.3887,0.03,391,2388,100,38.86,23.4492
2,124,-0.0002,0.0004,100,518.67,642.37,1583.12,1399.26,14.62,21.61,554.58,2388.04,9053.57,1.3,47.06,522.64,2387.99,8135.96,8.4049,0.03,392,2388,100,39.03,23.3364
2,125,-0.0015,0.0001,100,518.67,642.71,1586.32,1397.94,14.62,21.61,554.81,2388.01,9060.56,1.3,47.31,522.23,2387.98,8142.91,8.4012,0.03,391,2388,100,39.09,23.3785
2,126,0.0006,0.0005,100,518.67,642.07,1587.45,1403.41,14.62,21.61,554.03,2387.96,9057.08,1.3,47.28,521.95,2387.99,8136.69,8.4243,0.03,392,2388,100,38.91,23.3592
2,127,-0.0002,-0.0004,100,518.67,642.26,1586.65,1400.81,14.62,21.61,554.08,2387.99,9056.25,1.3,47.21,522.2,2388.08,8134.49,8.4476,0.03,391,2388,100,39.08,23.34
2,128,-0.0008,0,100,518.67,641.54,1592.2,1397.34,14.62,21.6,554.16,2388.01,9054.43,1.3,47.2,522.36,2388.05,8142.32,8.4098,0.03,392,2388,100,39.05,23.3966
2,129,0.0007,0.0004,100,518.67,641.66,1590.59,1400.25,14.62,21.6,554.6,2388.07,9052.79,1.3,47.23,522.19,2387.99,8139.65,8.3986,0.03,392,2388,100,38.96,23.4331
2,130,0.0035,-0.0003,100,518.67,642.06,1584.83,1409.98,14.62,21.61,554.42,2387.99,9060.71,1.3,47.26,522.4,2388.05,8137.8,8.4145,0.03,391,2388,100,38.92,23.3645
2,131,-0.0001,0.0001,100,518.67,641.96,1587.61,1394.26,14.62,21.61,554.88,2388.01,9055.73,1.3,47.36,522.37,2387.98,8141.5,8.4074,0.03,392,2388,100,39.02,23.4016
2,132,0.0002,0.0006,100,518.67,642.01,1586.66,1398.78,14.62,21.61,554.4,2388.13,9059.84,1.3,47.12,522.25,2388.03,8140.33,8.4102,0.03,390,2388,100,38.91,23.313
2,133,-0.0016,-0.0004,100,518.67,642.84,1581.22,1393.87,14.62,21.61,554.21,2388.04,9060.79,1.3,47.18,521.71,2388.05,8140.53,8.4054,0.03,392,2388,100,38.89,23.2668
2,134,0.0026,0.0001,100,518.67,642.76,1586.44,1406.2,14.62,21.6,553.88,2388.02,9061.2,1.3,47.17,521.95,2388.02,8142.84,8.381,0.03,390,2388,100,38.95,23.3367
2,135,0.0009,-0.0002,100,518.67,642.02,1580.12,1404.56,14.62,21.61,554.52,2388.01,9051.53,1.3,47.34,522.13,2388.03,8129.68,8.4108,0.03,392,2388,100,38.91,23.3992
2,136,0.001,-0.0003,100,518.67,642.06,1582.91,1402.67,14.62,21.61,554.5,2388.05,9056.59,1.3,47.09,521.86,2387.99,8142.13,8.3889,0.03,389,2388,100,39,23.4236
2,137,0.0044,-0.0004,100,518.67,642.46,1585.36,1406.79,14.62,21.61,554.42,2388.01,9057.59,1.3,47.39,522.21,2388,8135.55,8.369,0.03,391,2388,100,38.98,23.3517
2,138,0.0012,0.0004,100,518.67,642.34,1585.19,1398.95,14.62,21.61,555.03,2387.99,9063.57,1.3,47.16,521.73,2388.04,8137.5,8.4125,0.03,392,2388,100,38.82,23.4346
2,139,-0.0003,0.0005,100,518.67,642.63,1590.88,1400.87,14.62,21.61,554.24,2388.06,9057.55,1.3,47.3,522.61,2388.03,8139.9,8.3919,0.03,391,2388,100,38.94,23.4316
2,140,0.0014,-0.0001,100,518.67,642.29,1593.7,1403.14,14.62,21.61,554.86,2388.09,9051.91,1.3,47.32,522.49,2387.95,8139.78,8.4243,0.03,392,2388,100,39.01,23.474
2,141,0.0019,0.0003,100,518.67,642.07,1585.09,1403.25,14.62,21.61,554.7,2388.05,9057.75,1.3,47.43,522.5,2388.05,8137.35,8.4254,0.03,393,2388,100,39.02,23.4038
2,142,-0.0007,0.0004,100,518.67,641.91,1586.41,1401.27,14.62,21.61,554.18,2388.08,9060.33,1.3,47.3,522.18,2388.04,8134.04,8.3936,0.03,391,2388,100,39,23.4716
2,143,0.0001,0.0004,100,518.67,642.31,1588.88,1400.49,14.62,21.61,554.05,2388.03,9057.74,1.3,47.3,521.73,2388.05,8138.17,8.423,0.03,393,2388,100,38.82,23.4197
2,144,-0.0005,0.0002,100,518.67,642.02,1584.35,1401.21,14.62,21.61,553.96,2388.03,9060.12,1.3,47.32,522.11,2388.01,8141.03,8.3836,0.03,392,2388,100,39.19,23.3494
2,145,-0.0021,0.0001,100,518.67,642.01,1582.72,1403.53,14.62,21.61,554.1,2387.97,9059.1,1.3,47.33,521.93,2388.08,8146.37,8.3967,0.03,393,2388,100,38.83,23.5167
2,146,0.0043,-0.0001,100,518.67,642.52,1590.06,1405.09,14.62,21.61,554.25,2388.05,9051,1.3,47.3,522,2388.04,8140.25,8.4074,0.03,391,2388,100,38.97,23.4017
2,147,0.0004,-0.0001,100,518.67,642.27,1588.78,1394.58,14.62,21.61,554.16,2388.05,9055.27,1.3,47.48,521.91,2388.06,8134.58,8.3896,0.03,393,2388,100,38.89,23.3356
2,148,0.0018,0.0004,100,518.67,642.65,1584.5,1398.3,14.62,21.61,554.32,2388.02,9055.59,1.3,47.31,522.57,2388.06,8140.37,8.4128,0.03,393,2388,100,39.13,23.3971
2,149,-0.002,-0.0003,100,518.67,642.03,1587.88,1404.41,14.62,21.61,553.84,2388.04,9057.81,1.3,47.31,521.87,2388,8138.62,8.387,0.03,391,2388,100,38.89,23.4024
2,150,-0.0021,0.0004,100,518.67,642.62,1585.43,1393.74,14.62,21.61,554.13,2388.01,9056.95,1.3,47.15,522.22,2388.02,8138.55,8.4175,0.03,391,2388,100,39.03,23.2996
2,151,0.0051,-0.0004,100,518.67,642.54,1590.21,1398.31,14.62,21.61,553.66,2387.98,9055.31,1.3,47.33,522.28,2388.04,8143.3,8.4173,0.03,390,2388,100,38.92,23.3831
2,152,-0.0004,0.0003,100,518.67,642.38,1583.49,1400.9,14.62,21.61,553.86,2388.06,9052.6,1.3,47.25,522.06,2388.07,8136.96,8.4123,0.03,391,2388,100,38.86,23.3666
2,153,0.0043,0.0002,100,518.67,641.96,1594.33,1397.52,14.62,21.61,553.78,2388.09,9058.68,1.3,47.29,521.82,2388.07,8134.54,8.4262,0.03,392,2388,100,38.71,23.3222
2,154,0.0012,0.0001,100,518.67,642.34,1591.3,1413.28,14.62,21.6,554.45,2388.01,9055.03,1.3,47.23,522.21,2388.02,8137.22,8.4161,0.03,391,2388,100,38.89,23.4216
2,155,-0.0022,-0.0003,100,518.67,642.17,1580.93,1397.45,14.62,21.61,553.84,2388.06,9054.82,1.3,47.23,521.91,2388.07,8146.25,8.4029,0.03,392,2388,100,38.99,23.3634
2,156,-0.0045,0.0004,100,518.67,642.15,1578.73,1399.13,14.62,21.61,554.7,2388.04,9057.22,1.3,47.31,522.14,2388.07,8139.57,8.4075,0.03,391,2388,100,39.07,23.3474
2,157,-0.0014,-0.0004,100,518.67,642.04,1588.7,1400.63,14.62,21.61,553.71,2388.07,9065.16,1.3,47.45,522.25,2388.06,8143.04,8.4137,0.03,394,2388,100,38.97,23.2225
2,158,0.0014,0.0001,100,518.67,641.99,1586.95,1404.68,14.62,21.61,554.67,2388.02,9057.68,1.3,47.45,522.32,2388.03,8140.57,8.4324,0.03,392,2388,100,39.03,23.422
2,159,-0.0018,-0.0003,100,518.67,641.81,1593.89,1399.71,14.62,21.61,553.7,2388.04,9058.8,1.3,47.26,522.2,2388,8138.61,8.4138,0.03,393,2388,100,38.89,23.3979
2,160,0.0033,-0.0003,100,518.67,642.53,1585.65,1409.72,14.62,21.61,554.65,2388.07,9059.7,1.3,47.46,521.96,2388.05,8144.03,8.4012,0.03,393,2388,100,38.92,23.4119
2,161,-0.0031,0.0003,100,518.67,642.08,1586.65,1396.32,14.62,21.61,554.18,2388.05,9057.22,1.3,47.19,521.96,2388.04,8140.21,8.4601,0.03,393,2388,100,38.83,23.4036
2,162,0.0028,0.0003,100,518.67,641.71,1588.83,1401.23,14.62,21.61,553.95,2388.06,9062.65,1.3,47.42,522.09,2388.01,8134.78,8.3739,0.03,392,2388,100,39.05,23.4045
2,163,0.0007,0.0004,100,518.67,642.88,1589.56,1396.2,14.62,21.61,553.96,2388.08,9059.47,1.3,47.29,521.55,2388.05,8142.54,8.3904,0.03,392,2388,100,38.94,23.4442
2,164,0.0043,0.0003,100,518.67,642.82,1588.23,1405.5,14.62,21.61,554.31,2387.99,9055.65,1.3,47.32,521.74,2388.04,8138.6,8.4304,0.03,391,2388,100,38.97,23.4381
2,165,-0.0043,0.0004,100,518.67,642.17,1588.55,1402.96,14.62,21.61,553.71,2388.03,9060.97,1.3,47.39,522.28,2387.97,8134.48,8.4068,0.03,392,2388,100,38.93,23.4707
2,166,-0.0068,0.0002,100,518.67,641.79,1589.09,1394.26,14.62,21.61,553.71,2388.03,9060.46,1.3,47.43,521.96,2388.01,8142.11,8.4111,0.03,392,2388,100,38.87,23.4352
2,167,0.0005,-0.0001,100,518.67,642.25,1588.74,1395.35,14.62,21.61,553.62,2388.01,9056.24,1.3,47.39,522.11,2388.03,8148.57,8.4261,0.03,393,2388,100,38.84,23.3977
2,168,-0.0026,-0.0003,100,518.67,642.55,1593.95,1404.01,14.62,21.61,554.32,2388.04,9055.88,1.3,47.3,521.89,2388.04,8135.51,8.4329,0.03,391,2388,100,38.84,23.3787
2,169,-0.0004,0.0003,100,518.67,642.26,1581.85,1406.06,14.62,21.61,553.06,2388.06,9059.37,1.3,47.33,521.77,2388.09,8141.96,8.4214,0.03,391,2388,100,38.93,23.3766
2,170,0.0025,0.0004,100,518.67,642.14,1577.26,1405.93,14.62,21.61,553.84,2388.03,9065.67,1.3,47.35,522.36,2388.07,8140.59,8.4079,0.03,394,2388,100,38.88,23.3532
2,171,0.0012,0.0005,100,518.67,642.21,1587.94,1410.34,14.62,21.61,553.84,2388.03,9060.51,1.3,47.34,521.89,2388.02,8143.29,8.4027,0.03,392,2388,100,38.91,23.287
2,172,-0.0041,0.0004,100,518.67,642.07,1589.42,1398.26,14.62,21.61,553.69,2388.06,9055.7,1.3,47.25,521.42,2388.09,8134.03,8.4109,0.03,392,2388,100,39.09,23.3496
2,173,0.0003,-0.0002,100,518.67,642.66,1589,1403.22,14.62,21.61,554.64,2388.04,9058.55,1.3,47.27,521.4,2388.05,8140.73,8.4288,0.03,392,2388,100,38.92,23.3576
2,174,-0.0009,-0.0003,100,518.67,642.34,1588.01,1403.24,14.62,21.61,553.76,2388.08,9066.4,1.3,47.31,521.85,2388.04,8144.79,8.3994,0.03,394,2388,100,39.02,23.3513
2,175,-0.0005,0.0005,100,518.67,642.46,1584.58,1398.37,14.62,21.61,554.01,2388.02,9067.91,1.3,47.45,522.2,2388.08,8140.85,8.417,0.03,393,2388,100,38.88,23.3065
2,176,-0.001,-0.0004,100,518.67,642.32,1585.73,1405.47,14.62,21.61,554.15,2388.04,9058.59,1.3,47.22,521.54,2388.07,8147.04,8.4189,0.03,392,2388,100,39.08,23.4372
2,177,0.0004,-0.0001,100,518.67,642.35,1586.88,1400.31,14.62,21.61,554.59,2388.06,9057.99,1.3,47.42,521.95,2388.04,8139,8.4153,0.03,393,2388,100,38.74,23.3538
2,178,0.0031,0.0003,100,518.67,642.43,1590.29,1404.39,14.62,21.61,553.83,2388.04,9056.85,1.3,47.56,521.97,2388.07,8146.93,8.3914,0.03,391,2388,100,38.85,23.353
2,179,-0.0024,-0.0001,100,518.67,642.33,1584.55,1399.3,14.62,21.61,553.86,2388.03,9060.98,1.3,47.37,522.48,2388.03,8140.62,8.4462,0.03,394,2388,100,38.91,23.3329
2,180,-0.0011,0,100,518.67,642.5,1593.51,1402.27,14.62,21.61,554.21,2388.11,9058.3,1.3,47.52,521.76,2388.05,8139.98,8.4404,0.03,392,2388,100,39.04,23.3712
2,181,0.0003,-0.0002,100,518.67,642.01,1585.87,1399.24,14.62,21.61,554.29,2388.03,9057.86,1.3,47.27,522.19,2388.01,8134.52,8.4148,0.03,393,2388,100,38.92,23.3777
2,182,0,-0.0002,100,518.67,642.39,1586.42,1406.61,14.62,21.61,553.63,2388.03,9069.4,1.3,47.52,522.39,2388.09,8143.47,8.4072,0.03,392,2388,100,39.04,23.2931
2,183,-0.0015,-0.0002,100,518.67,642.6,1584.95,1406.15,14.62,21.61,554.35,2388.08,9064.12,1.3,47.24,521.84,2388.06,8142.25,8.4225,0.03,392,2388,100,38.85,23.3851
2,184,0.0037,0,100,518.67,642.43,1585.66,1408.13,14.62,21.61,554.99,2388.04,9067.28,1.3,47.47,521.86,2388.06,8142.27,8.3996,0.03,394,2388,100,38.85,23.4003
2,185,-0.002,0.0004,100,518.67,642.66,1581.09,1407.11,14.62,21.61,554.53,2388.02,9059.27,1.3,47.23,522.22,2388.05,8143.76,8.42,0.03,392,2388,100,38.94,23.2801
2,186,-0.0004,0.0002,100,518.67,642.8,1582.46,1404.35,14.62,21.61,554.42,2388.05,9063.38,1.3,47.47,521.82,2388.16,8145.64,8.4131,0.03,393,2388,100,38.75,23.3416
2,187,0.0019,0.0002,100,518.67,642.69,1588.88,1407.54,14.62,21.61,553.32,2388.08,9060.97,1.3,47.51,521.09,2388.05,8136.8,8.4101,0.03,392,2388,100,38.93,23.3926
2,188,0.0024,0.0002,100,518.67,642.64,1582.97,1402.72,14.62,21.61,554.26,2388.07,9062.7,1.3,47.37,522.34,2388.04,8139.36,8.4124,0.03,392,2388,100,38.82,23.306
2,189,0.0003,0.0002,100,518.67,642.81,1583.54,1403.09,14.62,21.61,554.03,2388.03,9069.79,1.3,47.42,521.7,2388.04,8141.68,8.4253,0.03,393,2388,100,39.02,23.2923
2,190,0.0013,0.0004,100,518.67,642.48,1592.5,1405.73,14.62,21.61,554.4,2388.06,9059.23,1.3,47.2,521.73,2388.03,8139.4,8.4128,0.03,393,2388,100,39.04,23.2623
2,191,-0.0009,0.0004,100,518.67,642.23,1584.59,1407.64,14.62,21.61,553.42,2388.04,9064.99,1.3,47.4,521.92,2388.05,8142.41,8.4694,0.03,393,2388,100,38.93,23.3507
2,192,0.0003,0.0002,100,518.67,642.18,1589.95,1404.07,14.62,21.6,553.09,2388.03,9071.88,1.3,47.49,521.7,2388.09,8141.81,8.4309,0.03,392,2388,100,38.87,23.3049
2,193,-0.0021,-0.0003,100,518.67,642.13,1588.28,1399.59,14.62,21.61,553.54,2388.09,9063.55,1.3,47.3,521.16,2388.08,8144.36,8.4143,0.03,393,2388,100,38.73,23.2606
2,194,-0.0003,-0.0003,100,518.67,643.1,1592.38,1404.64,14.62,21.61,553.86,2388.05,9065.99,1.3,47.69,522.17,2388.1,8142.38,8.4304,0.03,393,2388,100,38.9,23.3282
2,195,-0.0026,0.0004,100,518.67,643.24,1591.55,1410.18,14.62,21.61,553.22,2388.01,9060.17,1.3,47.32,521.92,2388.07,8147.43,8.4224,0.03,393,2388,100,39.09,23.3326
2,196,0.0003,0.0004,100,518.67,642.64,1591.39,1408.59,14.62,21.61,554.31,2388.15,9054.2,1.3,47.43,522.02,2388.06,8139.28,8.4614,0.03,393,2388,100,39.04,23.3682
2,197,0.0018,0.0005,100,518.67,642.55,1588.64,1403.29,14.62,21.61,554.07,2388.07,9061.28,1.3,47.36,521.47,2388.06,8148.8,8.4387,0.03,390,2388,100,38.79,23.3426
2,198,-0.0051,0.0003,100,518.67,643.21,1596.17,1402.91,14.62,21.61,553.94,2388.05,9059.21,1.3,47.14,521.5,2388.05,8146.21,8.441,0.03,392,2388,100,38.9,23.2813
2,199,0.0026,0.0001,100,518.67,642.44,1587.17,1409.39,14.62,21.61,554.06,2388.09,9061.54,1.3,47.49,521.22,2388.08,8144.69,8.429,0.03,394,2388,100,39.08,23.2433
2,200,-0.0017,0,100,518.67,642.74,1589.73,1406.28,14.62,21.61,553.13,2388.08,9065.78,1.3,47.44,521.69,2388.07,8144.69,8.4143,0.03,394,2388,100,38.95,23.4101
2,201,0.0021,0.0002,100,518.67,642.31,1595.57,1400.92,14.62,21.61,554.25,2388.04,9062.65,1.3,47.44,521.88,2388.1,8144.5,8.4458,0.03,392,2388,100,38.93,23.3551
2,202,-0.0001,0.0003,100,518.67,642.56,1589.47,1408.72,14.62,21.61,554.14,2388.14,9070.71,1.3,47.45,522.01,2388.03,8148.95,8.4287,0.03,392,2388,100,38.68,23.1814
2,203,0.0048,0.0001,100,518.67,641.95,1593.02,1410.33,14.62,21.61,553.2,2388.05,9070.42,1.3,47.58,521.41,2388.12,8137.27,8.4197,0.03,393,2388,100,38.7,23.1596
2,204,0.0012,0.0003,100,518.67,642.46,1591.84,1404.01,14.62,21.61,553.94,2388.02,9064.87,1.3,47.43,521.33,2388.06,8145.46,8.4779,0.03,393,2388,100,38.93,23.3788
2,205,-0.0021,0.0003,100,518.67,642.65,1586.59,1409.11,14.62,21.61,552.83,2388.07,9065.07,1.3,47.42,521.48,2388.09,8144.24,8.4298,0.03,393,2388,100,39.01,23.3266
2,206,-0.0004,-0.0003,100,518.67,642.51,1588.18,1411.14,14.62,21.61,553.86,2388.03,9059.13,1.3,47.24,521.37,2388.08,8145.04,8.4086,0.03,391,2388,100,38.8,23.3974
2,207,-0.0003,-0.0004,100,518.67,642.73,1591.04,1402.94,14.62,21.61,553.06,2388.05,9067.79,1.3,47.39,521.55,2388.04,8146.73,8.4175,0.03,392,2388,100,38.87,23.308
2,208,0.0004,0.0004,100,518.67,642.6,1590.29,1407.93,14.62,21.61,553.09,2388.05,9061.96,1.3,47.51,521.64,2388.11,8140.99,8.458,0.03,394,2388,100,38.75,23.2931
2,209,0.004,0.0002,100,518.67,642.27,1590.92,1409.2,14.62,21.61,553.66,2388.09,9065.23,1.3,47.43,520.72,2388.11,8147.1,8.4281,0.03,391,2388,100,38.97,23.3362
2,210,-0.005,0.0001,100,518.67,642.88,1583.56,1396.99,14.62,21.61,553.5,2388.1,9064.68,1.3,47.51,521.77,2388.08,8141.12,8.4317,0.03,393,2388,100,38.92,23.2484
2,211,-0.0017,-0.0002,100,518.67,642.8,1584.65,1409.23,14.62,21.61,552.47,2388.08,9066.43,1.3,47.48,521.67,2388.08,8143.14,8.452,0.03,392,2388,100,38.86,23.2252
2,212,0.0005,-0.0004,100,518.67,642.54,1586.71,1406.43,14.62,21.61,553.32,2388.13,9068.2,1.3,47.51,521.74,2388.16,8148.07,8.461,0.03,391,2388,100,39.03,23.2138
